date,season,home_team,away_team,home_score,away_score
2001-03-03,2000-01,Unterhaching,Bochum,2,1
2001-03-03,2000-01,Werder Bremen,Freiburg,3,1
2001-03-04,2000-01,Munich 1860,Leverkusen,1,0
2001-03-04,2000-01,Schalke 04,Hamburg,0,1
2001-03-07,2000-01,Hertha,Unterhaching,2,1
2001-03-09,2000-01,Leverkusen,Werder Bremen,3,0
2001-03-10,2000-01,Bayern Munich,Cottbus,2,0
2001-03-10,2000-01,Bochum,FC Koln,2,3
2001-03-10,2000-01,Ein Frankfurt,Schalke 04,0,0
2001-03-10,2000-01,Freiburg,Dortmund,2,2
2001-03-10,2000-01,Hertha,Hansa Rostock,1,0
2001-03-10,2000-01,Wolfsburg,Unterhaching,6,1
2001-03-11,2000-01,Hamburg,Stuttgart,2,2
2001-03-11,2000-01,Kaiserslautern,Munich 1860,3,2
2001-03-16,2000-01,FC Koln,Wolfsburg,0,0
2001-03-17,2000-01,Munich 1860,Bayern Munich,0,2
2001-03-17,2000-01,Cottbus,Hertha,3,0
2001-03-17,2000-01,Dortmund,Leverkusen,1,3
2001-03-17,2000-01,Ein Frankfurt,Hamburg,1,1
2001-03-17,2000-01,Hansa Rostock,Bochum,2,0
2001-03-17,2000-01,Schalke 04,Freiburg,0,0
2001-03-18,2000-01,Unterhaching,Stuttgart,0,0
2001-03-18,2000-01,Werder Bremen,Kaiserslautern,1,2
2001-03-30,2000-01,Wolfsburg,Hansa Rostock,2,1
2001-03-31,2000-01,Bayern Munich,Werder Bremen,2,3
2001-03-31,2000-01,Freiburg,Ein Frankfurt,5,2
2001-03-31,2000-01,Hamburg,Unterhaching,1,1
2001-03-31,2000-01,Hertha,Munich 1860,3,0
2001-03-31,2000-01,Leverkusen,Schalke 04,0,3
2001-03-31,2000-01,Stuttgart,FC Koln,0,3
2001-04-01,2000-01,Bochum,Cottbus,1,0
2001-04-01,2000-01,Kaiserslautern,Dortmund,1,4
2001-04-06,2000-01,Cottbus,Wolfsburg,0,0
2001-04-07,2000-01,FC Koln,Unterhaching,1,1
2001-04-07,2000-01,Munich 1860,Bochum,2,4
2001-04-07,2000-01,Dortmund,Bayern Munich,1,1
2001-04-07,2000-01,Ein Frankfurt,Leverkusen,1,3
2001-04-07,2000-01,Freiburg,Hamburg,0,0
2001-04-07,2000-01,Werder Bremen,Hertha,3,1
2001-04-08,2000-01,Hansa Rostock,Stuttgart,1,1
2001-04-08,2000-01,Schalke 04,Kaiserslautern,5,1
2001-04-12,2000-01,Stuttgart,Cottbus,1,0
2001-04-14,2000-01,Bayern Munich,Schalke 04,1,3
2001-04-14,2000-01,Bochum,Werder Bremen,1,2
2001-04-14,2000-01,Hertha,Dortmund,1,0
2001-04-14,2000-01,Kaiserslautern,Ein Frankfurt,4,2
2001-04-14,2000-01,Leverkusen,Freiburg,1,3
2001-04-14,2000-01,Wolfsburg,Munich 1860,0,1
2001-04-15,2000-01,Hamburg,FC Koln,1,1
2001-04-15,2000-01,Unterhaching,Hansa Rostock,1,1
2001-04-20,2000-01,Dortmund,Bochum,5,0
2001-04-21,2000-01,Cottbus,Unterhaching,1,0
2001-04-21,2000-01,Ein Frankfurt,Bayern Munich,0,2
2001-04-21,2000-01,Hansa Rostock,FC Koln,2,1
2001-04-21,2000-01,Leverkusen,Hamburg,1,1
2001-04-21,2000-01,Schalke 04,Hertha,3,1
2001-04-21,2000-01,Werder Bremen,Wolfsburg,2,3
2001-04-22,2000-01,Munich 1860,Stuttgart,2,1
2001-04-22,2000-01,Freiburg,Kaiserslautern,5,2
2001-04-27,2000-01,Wolfsburg,Dortmund,1,1
2001-04-28,2000-01,FC Koln,Cottbus,4,0
2001-04-28,2000-01,Bayern Munich,Freiburg,1,0
2001-04-28,2000-01,Bochum,Schalke 04,1,1
2001-04-28,2000-01,Hertha,Ein Frankfurt,3,0
2001-04-28,2000-01,Kaiserslautern,Leverkusen,0,1
2001-04-28,2000-01,Stuttgart,Werder Bremen,2,1
2001-04-29,2000-01,Hamburg,Hansa Rostock,2,1
2001-04-29,2000-01,Unterhaching,Munich 1860,3,2
2001-05-04,2000-01,Dortmund,Stuttgart,0,0
2001-05-05,2000-01,Munich 1860,FC Koln,3,1
2001-05-05,2000-01,Ein Frankfurt,Bochum,3,0
2001-05-05,2000-01,Hamburg,Kaiserslautern,1,1
2001-05-05,2000-01,Hansa Rostock,Cottbus,1,0
2001-05-05,2000-01,Leverkusen,Bayern Munich,0,1
2001-05-05,2000-01,Schalke 04,Wolfsburg,2,1
2001-05-06,2000-01,Freiburg,Hertha,1,0
2001-05-06,2000-01,Werder Bremen,Unterhaching,0,0
2001-05-12,2000-01,FC Koln,Werder Bremen,1,3
2001-05-12,2000-01,Bayern Munich,Kaiserslautern,2,1
2001-05-12,2000-01,Bochum,Freiburg,1,3
2001-05-12,2000-01,Cottbus,Hamburg,4,2
2001-05-12,2000-01,Hansa Rostock,Munich 1860,0,0
2001-05-12,2000-01,Hertha,Leverkusen,1,1
2001-05-12,2000-01,Stuttgart,Schalke 04,1,0
2001-05-12,2000-01,Unterhaching,Dortmund,1,4
2001-05-12,2000-01,Wolfsburg,Ein Frankfurt,3,0
2001-05-19,2000-01,Munich 1860,Cottbus,0,1
2001-05-19,2000-01,Dortmund,FC Koln,3,3
2001-05-19,2000-01,Ein Frankfurt,Stuttgart,2,1
2001-05-19,2000-01,Freiburg,Wolfsburg,4,1
2001-05-19,2000-01,Hamburg,Bayern Munich,1,1
2001-05-19,2000-01,Kaiserslautern,Hertha,0,1
2001-05-19,2000-01,Leverkusen,Bochum,1,0
2001-05-19,2000-01,Schalke 04,Unterhaching,5,3
2001-05-19,2000-01,Werder Bremen,Hansa Rostock,3,0
2001-07-28,2001-02,Cottbus,Hamburg,1,0
2001-07-28,2001-02,Dortmund,Nurnberg,2,0
2001-07-28,2001-02,Freiburg,Werder Bremen,3,0
2001-07-28,2001-02,Leverkusen,Wolfsburg,2,1
2001-07-28,2001-02,M'gladbach,Bayern Munich,1,0
2001-07-28,2001-02,Munich 1860,Kaiserslautern,0,4
2001-07-28,2001-02,Stuttgart,FC Koln,0,0
2001-07-29,2001-02,St Pauli,Hertha,0,0
2001-08-04,2001-02,Bayern Munich,Schalke 04,3,0
2001-08-04,2001-02,FC Koln,Munich 1860,2,0
2001-08-04,2001-02,Hamburg,Stuttgart,2,0
2001-08-04,2001-02,Hansa Rostock,Leverkusen,0,3
2001-08-04,2001-02,Hertha,Dortmund,0,2
2001-08-04,2001-02,Werder Bremen,Cottbus,3,2
2001-08-04,2001-02,Wolfsburg,St Pauli,1,1
2001-08-05,2001-02,Kaiserslautern,M'gladbach,3,2
2001-08-05,2001-02,Nurnberg,Freiburg,2,0
2001-08-11,2001-02,Cottbus,Nurnberg,1,0
2001-08-11,2001-02,Dortmund,Wolfsburg,4,0
2001-08-11,2001-02,Freiburg,Hertha,1,3
2001-08-11,2001-02,Kaiserslautern,FC Koln,2,1
2001-08-11,2001-02,Leverkusen,Bayern Munich,1,1
2001-08-11,2001-02,Munich 1860,Hamburg,1,1
2001-08-11,2001-02,Stuttgart,Werder Bremen,0,0
2001-08-12,2001-02,M'gladbach,Schalke 04,0,0
2001-08-12,2001-02,St Pauli,Hansa Rostock,0,1
2001-08-18,2001-02,Bayern Munich,St Pauli,2,0
2001-08-18,2001-02,Hamburg,Kaiserslautern,2,3
2001-08-18,2001-02,Hansa Rostock,Dortmund,0,2
2001-08-18,2001-02,Nurnberg,Stuttgart,2,4
2001-08-18,2001-02,Schalke 04,Leverkusen,3,3
2001-08-18,2001-02,Werder Bremen,Munich 1860,1,3
2001-08-18,2001-02,Wolfsburg,Freiburg,1,1
2001-08-19,2001-02,FC Koln,M'gladbach,0,2
2001-08-19,2001-02,Hertha,Cottbus,2,3
2001-08-21,2001-02,Schalke 04,Hansa Rostock,3,1
2001-09-08,2001-02,Cottbus,Wolfsburg,3,3
2001-09-08,2001-02,Dortmund,Bayern Munich,0,2
2001-09-08,2001-02,Freiburg,Hansa Rostock,1,1
2001-09-08,2001-02,M'gladbach,Leverkusen,0,1
2001-09-08,2001-02,Munich 1860,Nurnberg,1,0
2001-09-08,2001-02,St Pauli,Schalke 04,0,2
2001-09-08,2001-02,Stuttgart,Hertha,0,0
2001-09-09,2001-02,FC Koln,Hamburg,2,1
2001-09-09,2001-02,Kaiserslautern,Werder Bremen,2,1
2001-09-15,2001-02,Bayern Munich,Freiburg,1,0
2001-09-15,2001-02,Hamburg,M'gladbach,3,3
2001-09-15,2001-02,Leverkusen,St Pauli,3,1
2001-09-15,2001-02,Nurnberg,Kaiserslautern,0,2
2001-09-15,2001-02,Schalke 04,Dortmund,1,0
2001-09-15,2001-02,Werder Bremen,FC Koln,1,1
2001-09-15,2001-02,Wolfsburg,Stuttgart,0,2
2001-09-16,2001-02,Hansa Rostock,Cottbus,0,0
2001-09-16,2001-02,Hertha,Munich 1860,2,1
2001-09-22,2001-02,Cottbus,Bayern Munich,0,3
2001-09-22,2001-02,Dortmund,Leverkusen,1,1
2001-09-22,2001-02,FC Koln,Nurnberg,1,2
2001-09-22,2001-02,Freiburg,Schalke 04,2,0
2001-09-22,2001-02,Hamburg,Werder Bremen,0,4
2001-09-22,2001-02,Kaiserslautern,Hertha,4,1
2001-09-22,2001-02,Stuttgart,Hansa Rostock,2,1
2001-09-23,2001-02,M'gladbach,St Pauli,2,2
2001-09-23,2001-02,Munich 1860,Wolfsburg,2,1
2001-09-29,2001-02,Hansa Rostock,Munich 1860,2,2
2001-09-29,2001-02,Hertha,FC Koln,3,0
2001-09-29,2001-02,Nurnberg,Hamburg,0,0
2001-09-29,2001-02,Schalke 04,Cottbus,2,0
2001-09-29,2001-02,St Pauli,Dortmund,1,2
2001-09-29,2001-02,Werder Bremen,M'gladbach,1,0
2001-09-29,2001-02,Wolfsburg,Kaiserslautern,2,0
2001-09-30,2001-02,Bayern Munich,Stuttgart,4,0
2001-09-30,2001-02,Leverkusen,Freiburg,4,1
2001-10-13,2001-02,Cottbus,Leverkusen,2,3
2001-10-13,2001-02,Freiburg,St Pauli,2,2
2001-10-13,2001-02,Hamburg,Hertha,4,0
2001-10-13,2001-02,Kaiserslautern,Hansa Rostock,3,1
2001-10-13,2001-02,M'gladbach,Dortmund,1,2
2001-10-13,2001-02,Munich 1860,Bayern Munich,1,5
2001-10-13,2001-02,Stuttgart,Schalke 04,3,0
2001-10-14,2001-02,FC Koln,Wolfsburg,0,4
2001-10-14,2001-02,Werder Bremen,Nurnberg,3,0
2001-10-20,2001-02,Bayern Munich,Kaiserslautern,4,1
2001-10-20,2001-02,Hansa Rostock,FC Koln,3,0
2001-10-20,2001-02,Hertha,Werder Bremen,3,1
2001-10-20,2001-02,Leverkusen,Stuttgart,4,1
2001-10-20,2001-02,Nurnberg,M'gladbach,1,2
2001-10-20,2001-02,Schalke 04,Munich 1860,1,0
2001-10-20,2001-02,St Pauli,Cottbus,4,0
2001-10-21,2001-02,Dortmund,Freiburg,0,2
2001-10-21,2001-02,Wolfsburg,Hamburg,0,1
2001-10-27,2001-02,Cottbus,Dortmund,0,2
2001-10-27,2001-02,FC Koln,Bayern Munich,0,2
2001-10-27,2001-02,Kaiserslautern,Schalke 04,0,0
2001-10-27,2001-02,M'gladbach,Freiburg,2,2
2001-10-27,2001-02,Munich 1860,Leverkusen,1,4
2001-10-27,2001-02,Stuttgart,St Pauli,2,0
2001-10-27,2001-02,Werder Bremen,Wolfsburg,1,0
2001-10-28,2001-02,Hamburg,Hansa Rostock,0,1
2001-10-28,2001-02,Nurnberg,Hertha,1,3
2001-11-03,2001-02,Bayern Munich,Hamburg,3,0
2001-11-03,2001-02,Dortmund,Stuttgart,1,0
2001-11-03,2001-02,Hansa Rostock,Werder Bremen,0,1
2001-11-03,2001-02,Leverkusen,Kaiserslautern,2,1
2001-11-03,2001-02,Schalke 04,FC Koln,3,1
2001-11-03,2001-02,St Pauli,Munich 1860,0,3
2001-11-03,2001-02,Wolfsburg,Nurnberg,5,0
2001-11-04,2001-02,Freiburg,Cottbus,3,1
2001-11-04,2001-02,Hertha,M'gladbach,3,0
2001-11-17,2001-02,FC Koln,Leverkusen,1,2
2001-11-17,2001-02,Hamburg,Schalke 04,0,0
2001-11-17,2001-02,Hertha,Wolfsburg,2,0
2001-11-17,2001-02,Kaiserslautern,St Pauli,5,1
2001-11-17,2001-02,Munich 1860,Dortmund,1,3
2001-11-17,2001-02,Stuttgart,Freiburg,3,0
2001-11-17,2001-02,Werder Bremen,Bayern Munich,1,0
2001-11-18,2001-02,M'gladbach,Cottbus,0,0
2001-11-18,2001-02,Nurnberg,Hansa Rostock,2,0
2001-11-24,2001-02,Bayern Munich,Nurnberg,0,0
2001-11-24,2001-02,Cottbus,Stuttgart,0,0
2001-11-24,2001-02,Hansa Rostock,Hertha,1,1
2001-11-24,2001-02,Leverkusen,Hamburg,4,1
2001-11-24,2001-02,Schalke 04,Werder Bremen,1,4
2001-11-24,2001-02,St Pauli,FC Koln,1,2
2001-11-24,2001-02,Wolfsburg,M'gladbach,3,1
2001-11-25,2001-02,Dortmund,Kaiserslautern,3,0
2001-11-25,2001-02,Freiburg,Munich 1860,1,3
2001-12-01,2001-02,FC Koln,Dortmund,0,2
2001-12-01,2001-02,Hansa Rostock,Wolfsburg,1,2
2001-12-01,2001-02,Kaiserslautern,Freiburg,3,0
2001-12-01,2001-02,Munich 1860,Cottbus,1,0
2001-12-01,2001-02,Nurnberg,Schalke 04,0,3
2001-12-01,2001-02,Stuttgart,M'gladbach,1,1
2001-12-01,2001-02,Werder Bremen,Leverkusen,2,1
2001-12-02,2001-02,Hamburg,St Pauli,4,3
2001-12-02,2001-02,Hertha,Bayern Munich,2,1
2001-12-08,2001-02,Bayern Munich,Wolfsburg,3,3
2001-12-08,2001-02,Cottbus,Kaiserslautern,0,2
2001-12-08,2001-02,Dortmund,Hamburg,1,0
2001-12-08,2001-02,Leverkusen,Nurnberg,4,2
2001-12-08,2001-02,M'gladbach,Hansa Rostock,0,2
2001-12-08,2001-02,St Pauli,Werder Bremen,0,3
2001-12-08,2001-02,Stuttgart,Munich 1860,0,1
2001-12-09,2001-02,Freiburg,FC Koln,0,0
2001-12-09,2001-02,Schalke 04,Hertha,0,0
2001-12-15,2001-02,FC Koln,Cottbus,0,0
2001-12-15,2001-02,Hamburg,Freiburg,1,1
2001-12-15,2001-02,Hansa Rostock,Bayern Munich,1,0
2001-12-15,2001-02,Hertha,Leverkusen,2,1
2001-12-15,2001-02,Munich 1860,M'gladbach,2,2
2001-12-15,2001-02,Nurnberg,St Pauli,0,0
2001-12-15,2001-02,Werder Bremen,Dortmund,1,1
2001-12-16,2001-02,Kaiserslautern,Stuttgart,2,2
2001-12-16,2001-02,Wolfsburg,Schalke 04,3,1
2001-12-18,2001-02,Bayern Munich,M'gladbach,0,0
2001-12-18,2001-02,Hamburg,Cottbus,5,2
2001-12-18,2001-02,Hertha,St Pauli,2,2
2001-12-18,2001-02,Nurnberg,Dortmund,2,2
2001-12-18,2001-02,Werder Bremen,Freiburg,3,2
2001-12-19,2001-02,FC Koln,Stuttgart,0,0
2001-12-19,2001-02,Hansa Rostock,Schalke 04,1,3
2001-12-19,2001-02,Kaiserslautern,Munich 1860,1,3
2001-12-19,2001-02,Wolfsburg,Leverkusen,3,1
2002-01-26,2001-02,Freiburg,Nurnberg,2,0
2002-01-26,2001-02,Leverkusen,Hansa Rostock,2,0
2002-01-26,2001-02,M'gladbach,Kaiserslautern,0,2
2002-01-26,2001-02,Munich 1860,FC Koln,3,0
2002-01-26,2001-02,Schalke 04,Bayern Munich,5,1
2002-01-26,2001-02,St Pauli,Wolfsburg,3,1
2002-01-26,2001-02,Stuttgart,Hamburg,3,0
2002-01-27,2001-02,Cottbus,Werder Bremen,2,1
2002-01-27,2001-02,Dortmund,Hertha,3,1
2002-02-02,2001-02,FC Koln,Kaiserslautern,0,1
2002-02-02,2001-02,Hamburg,Munich 1860,2,1
2002-02-02,2001-02,Hertha,Freiburg,1,1
2002-02-02,2001-02,Nurnberg,Cottbus,2,0
2002-02-02,2001-02,Schalke 04,M'gladbach,2,0
2002-02-02,2001-02,Werder Bremen,Stuttgart,1,2
2002-02-02,2001-02,Wolfsburg,Dortmund,1,1
2002-02-03,2001-02,Bayern Munich,Leverkusen,2,0
2002-02-03,2001-02,Hansa Rostock,St Pauli,1,0
2002-02-05,2001-02,Cottbus,Hertha,1,0
2002-02-05,2001-02,Freiburg,Wolfsburg,0,0
2002-02-05,2001-02,M'gladbach,FC Koln,4,0
2002-02-05,2001-02,Munich 1860,Werder Bremen,3,1
2002-02-05,2001-02,Stuttgart,Nurnberg,2,3
2002-02-06,2001-02,Dortmund,Hansa Rostock,2,0
2002-02-06,2001-02,Kaiserslautern,Hamburg,2,2
2002-02-06,2001-02,Leverkusen,Schalke 04,0,1
2002-02-06,2001-02,St Pauli,Bayern Munich,2,1
2002-02-09,2001-02,Bayern Munich,Dortmund,1,1
2002-02-09,2001-02,Hansa Rostock,Freiburg,4,0
2002-02-09,2001-02,Hertha,Stuttgart,2,0
2002-02-09,2001-02,Leverkusen,M'gladbach,5,0
2002-02-09,2001-02,Schalke 04,St Pauli,4,0
2002-02-09,2001-02,Werder Bremen,Kaiserslautern,1,0
2002-02-09,2001-02,Wolfsburg,Cottbus,2,1
2002-02-10,2001-02,Hamburg,FC Koln,4,0
2002-02-10,2001-02,Nurnberg,Munich 1860,2,1
2002-02-16,2001-02,Dortmund,Schalke 04,1,1
2002-02-16,2001-02,Freiburg,Bayern Munich,0,2
2002-02-16,2001-02,Kaiserslautern,Nurnberg,2,1
2002-02-16,2001-02,M'gladbach,Hamburg,2,1
2002-02-16,2001-02,Munich 1860,Hertha,0,3
2002-02-16,2001-02,St Pauli,Leverkusen,2,2
2002-02-16,2001-02,Stuttgart,Wolfsburg,2,1
2002-02-17,2001-02,Cottbus,Hansa Rostock,3,0
2002-02-17,2001-02,FC Koln,Werder Bremen,0,0
2002-02-23,2001-02,Bayern Munich,Cottbus,6,0
2002-02-23,2001-02,Hansa Rostock,Stuttgart,1,1
2002-02-23,2001-02,Hertha,Kaiserslautern,5,1
2002-02-23,2001-02,Nurnberg,FC Koln,2,0
2002-02-23,2001-02,Schalke 04,Freiburg,3,0
2002-02-23,2001-02,St Pauli,M'gladbach,1,1
2002-02-23,2001-02,Wolfsburg,Munich 1860,1,3
2002-02-24,2001-02,Leverkusen,Dortmund,4,0
2002-02-24,2001-02,Werder Bremen,Hamburg,0,1
2002-03-02,2001-02,Cottbus,Schalke 04,2,0
2002-03-02,2001-02,FC Koln,Hertha,1,1
2002-03-02,2001-02,Freiburg,Leverkusen,2,2
2002-03-02,2001-02,Hamburg,Nurnberg,3,1
2002-03-02,2001-02,M'gladbach,Werder Bremen,1,0
2002-03-02,2001-02,Munich 1860,Hansa Rostock,2,0
2002-03-02,2001-02,Stuttgart,Bayern Munich,0,2
2002-03-03,2001-02,Dortmund,St Pauli,1,1
2002-03-03,2001-02,Kaiserslautern,Wolfsburg,3,2
2002-03-09,2001-02,Bayern Munich,Munich 1860,2,1
2002-03-09,2001-02,Dortmund,M'gladbach,3,1
2002-03-09,2001-02,Hansa Rostock,Kaiserslautern,2,1
2002-03-09,2001-02,Leverkusen,Cottbus,2,0
2002-03-09,2001-02,Nurnberg,Werder Bremen,0,4
2002-03-09,2001-02,St Pauli,Freiburg,1,0
2002-03-09,2001-02,Wolfsburg,FC Koln,5,1
2002-03-10,2001-02,Hertha,Hamburg,6,0
2002-03-10,2001-02,Schalke 04,Stuttgart,2,1
2002-03-16,2001-02,Cottbus,St Pauli,4,0
2002-03-16,2001-02,FC Koln,Hansa Rostock,4,2
2002-03-16,2001-02,Hamburg,Wolfsburg,1,1
2002-03-16,2001-02,Kaiserslautern,Bayern Munich,0,0
2002-03-16,2001-02,M'gladbach,Nurnberg,1,0
2002-03-16,2001-02,Stuttgart,Leverkusen,0,2
2002-03-16,2001-02,Werder Bremen,Hertha,0,3
2002-03-17,2001-02,Freiburg,Dortmund,1,5
2002-03-17,2001-02,Munich 1860,Schalke 04,1,2
2002-03-23,2001-02,Bayern Munich,FC Koln,3,0
2002-03-23,2001-02,Freiburg,M'gladbach,0,1
2002-03-23,2001-02,Hansa Rostock,Hamburg,1,1
2002-03-23,2001-02,Hertha,Nurnberg,2,0
2002-03-23,2001-02,Leverkusen,Munich 1860,4,0
2002-03-23,2001-02,Schalke 04,Kaiserslautern,3,0
2002-03-23,2001-02,St Pauli,Stuttgart,1,2
2002-03-24,2001-02,Dortmund,Cottbus,3,0
2002-03-24,2001-02,Wolfsburg,Werder Bremen,2,0
2002-03-30,2001-02,Cottbus,Freiburg,2,0
2002-03-30,2001-02,Hamburg,Bayern Munich,0,0
2002-03-30,2001-02,Kaiserslautern,Leverkusen,2,4
2002-03-30,2001-02,M'gladbach,Hertha,3,1
2002-03-30,2001-02,Munich 1860,St Pauli,4,2
2002-03-30,2001-02,Nurnberg,Wolfsburg,3,0
2002-03-30,2001-02,Stuttgart,Dortmund,3,2
2002-03-31,2001-02,FC Koln,Schalke 04,1,1
2002-03-31,2001-02,Werder Bremen,Hansa Rostock,4,3
2002-04-06,2001-02,Bayern Munich,Werder Bremen,2,2
2002-04-06,2001-02,Cottbus,M'gladbach,3,3
2002-04-06,2001-02,Hansa Rostock,Nurnberg,1,0
2002-04-06,2001-02,Leverkusen,FC Koln,2,0
2002-04-06,2001-02,Schalke 04,Hamburg,2,0
2002-04-06,2001-02,St Pauli,Kaiserslautern,1,1
2002-04-06,2001-02,Wolfsburg,Hertha,1,3
2002-04-07,2001-02,Dortmund,Munich 1860,2,1
2002-04-07,2001-02,Freiburg,Stuttgart,0,2
2002-04-13,2001-02,FC Koln,St Pauli,2,1
2002-04-13,2001-02,Hamburg,Leverkusen,1,1
2002-04-13,2001-02,Hertha,Hansa Rostock,1,0
2002-04-13,2001-02,M'gladbach,Wolfsburg,0,2
2002-04-13,2001-02,Munich 1860,Freiburg,5,2
2002-04-13,2001-02,Nurnberg,Bayern Munich,1,2
2002-04-13,2001-02,Werder Bremen,Schalke 04,3,0
2002-04-14,2001-02,Kaiserslautern,Dortmund,1,0
2002-04-14,2001-02,Stuttgart,Cottbus,0,0
2002-04-19,2001-02,St Pauli,Hamburg,0,4
2002-04-20,2001-02,Bayern Munich,Hertha,3,0
2002-04-20,2001-02,Cottbus,Munich 1860,1,1
2002-04-20,2001-02,Dortmund,FC Koln,2,1
2002-04-20,2001-02,Leverkusen,Werder Bremen,1,2
2002-04-20,2001-02,Schalke 04,Nurnberg,2,1
2002-04-20,2001-02,Wolfsburg,Hansa Rostock,4,0
2002-04-21,2001-02,Freiburg,Kaiserslautern,3,1
2002-04-21,2001-02,M'gladbach,Stuttgart,2,2
2002-04-27,2001-02,FC Koln,Freiburg,2,0
2002-04-27,2001-02,Hamburg,Dortmund,3,4
2002-04-27,2001-02,Hansa Rostock,M'gladbach,1,1
2002-04-27,2001-02,Hertha,Schalke 04,2,0
2002-04-27,2001-02,Kaiserslautern,Cottbus,4,0
2002-04-27,2001-02,Munich 1860,Stuttgart,3,3
2002-04-27,2001-02,Nurnberg,Leverkusen,1,0
2002-04-27,2001-02,Werder Bremen,St Pauli,3,2
2002-04-27,2001-02,Wolfsburg,Bayern Munich,0,1
2002-05-04,2001-02,Bayern Munich,Hansa Rostock,3,2
2002-05-04,2001-02,Cottbus,FC Koln,2,3
2002-05-04,2001-02,Dortmund,Werder Bremen,2,1
2002-05-04,2001-02,Freiburg,Hamburg,4,3
2002-05-04,2001-02,Leverkusen,Hertha,2,1
2002-05-04,2001-02,M'gladbach,Munich 1860,2,4
2002-05-04,2001-02,Schalke 04,Wolfsburg,1,2
2002-05-04,2001-02,St Pauli,Nurnberg,2,3
2002-05-04,2001-02,Stuttgart,Kaiserslautern,4,3
2002-08-09,2002-03,Dortmund,Hertha,2,2
2002-08-10,2002-03,Cottbus,Leverkusen,1,1
2002-08-10,2002-03,M'gladbach,Bayern Munich,0,0
2002-08-10,2002-03,Nurnberg,Bochum,1,3
2002-08-10,2002-03,Schalke 04,Wolfsburg,1,0
2002-08-10,2002-03,Stuttgart,Kaiserslautern,1,1
2002-08-11,2002-03,Bielefeld,Werder Bremen,3,0
2002-08-11,2002-03,Hamburg,Hannover,2,1
2002-08-14,2002-03,Munich 1860,Hansa Rostock,0,2
2002-08-17,2002-03,Bayern Munich,Bielefeld,6,2
2002-08-17,2002-03,Bochum,Cottbus,5,0
2002-08-17,2002-03,Hannover,Munich 1860,1,3
2002-08-17,2002-03,Hansa Rostock,Nurnberg,2,0
2002-08-17,2002-03,Hertha,Stuttgart,1,1
2002-08-17,2002-03,Kaiserslautern,Schalke 04,1,3
2002-08-17,2002-03,Leverkusen,Dortmund,1,1
2002-08-18,2002-03,Werder Bremen,Hamburg,2,1
2002-08-18,2002-03,Wolfsburg,M'gladbach,1,0
2002-08-24,2002-03,Bielefeld,Wolfsburg,1,0
2002-08-24,2002-03,Cottbus,Hansa Rostock,0,4
2002-08-24,2002-03,Dortmund,Stuttgart,3,1
2002-08-24,2002-03,Hamburg,Bayern Munich,0,3
2002-08-24,2002-03,Leverkusen,Bochum,2,4
2002-08-24,2002-03,M'gladbach,Kaiserslautern,3,0
2002-08-24,2002-03,Munich 1860,Werder Bremen,3,0
2002-08-25,2002-03,Nurnberg,Hannover,3,1
2002-08-25,2002-03,Schalke 04,Hertha,0,0
2002-09-10,2002-03,Bayern Munich,Munich 1860,3,1
2002-09-10,2002-03,Bochum,Dortmund,0,0
2002-09-10,2002-03,Hertha,M'gladbach,1,2
2002-09-10,2002-03,Werder Bremen,Nurnberg,4,1
2002-09-11,2002-03,Hannover,Cottbus,1,3
2002-09-11,2002-03,Hansa Rostock,Leverkusen,1,3
2002-09-11,2002-03,Kaiserslautern,Bielefeld,1,1
2002-09-11,2002-03,Stuttgart,Schalke 04,1,1
2002-09-11,2002-03,Wolfsburg,Hamburg,2,1
2002-09-14,2002-03,Bielefeld,Hertha,0,1
2002-09-14,2002-03,Cottbus,Werder Bremen,0,1
2002-09-14,2002-03,Dortmund,Schalke 04,1,1
2002-09-14,2002-03,Leverkusen,Hannover,1,3
2002-09-14,2002-03,M'gladbach,Stuttgart,1,1
2002-09-14,2002-03,Munich 1860,Wolfsburg,2,2
2002-09-14,2002-03,Nurnberg,Bayern Munich,1,2
2002-09-15,2002-03,Bochum,Hansa Rostock,0,1
2002-09-15,2002-03,Hamburg,Kaiserslautern,2,0
2002-09-21,2002-03,Bayern Munich,Cottbus,3,1
2002-09-21,2002-03,Hannover,Bochum,2,2
2002-09-21,2002-03,Hansa Rostock,Dortmund,0,1
2002-09-21,2002-03,Hertha,Hamburg,2,0
2002-09-21,2002-03,Kaiserslautern,Munich 1860,0,0
2002-09-21,2002-03,Werder Bremen,Leverkusen,3,2
2002-09-21,2002-03,Wolfsburg,Nurnberg,0,2
2002-09-22,2002-03,Schalke 04,M'gladbach,2,1
2002-09-22,2002-03,Stuttgart,Bielefeld,3,0
2002-09-28,2002-03,Bielefeld,Schalke 04,2,1
2002-09-28,2002-03,Cottbus,Wolfsburg,0,1
2002-09-28,2002-03,Dortmund,M'gladbach,1,0
2002-09-28,2002-03,Hamburg,Stuttgart,3,2
2002-09-28,2002-03,Hansa Rostock,Hannover,1,2
2002-09-28,2002-03,Leverkusen,Bayern Munich,2,1
2002-09-28,2002-03,Munich 1860,Hertha,1,0
2002-09-29,2002-03,Bochum,Werder Bremen,1,4
2002-09-29,2002-03,Nurnberg,Kaiserslautern,1,0
2002-10-05,2002-03,Bayern Munich,Bochum,4,1
2002-10-05,2002-03,Hannover,Dortmund,0,3
2002-10-05,2002-03,Hertha,Nurnberg,2,1
